Unit,File Name,Path,Status,Flagged,Sample Rate (Hz),Samples,Duration (s),Number of Shots,Observation Type,Search Start (s),Search End (s),Onset Sample,Onset (s),Onset Within Shot1 (ms),Peak Sample,Peak Time (s),Peak-Onset Lag (ms),Response Stop (s),Response Duration (ms),Slope (dB/s),Decay Rate (-Slope) (dB/s),R^2,Drop Time (s),C2 (dB),Spectral Centroid (Hz),Spectral Bandwidth (Hz),Peak Frequency (Hz),Rolloff 85% (Hz),Low Power 1-10 kHz,High Power 10-30 kHz,High/Low Ratio,High Frequency Fraction,Total FFT Power
Delta,scam_0449_0706784270_740_ca0_scam15012_aegis_0449b__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0449_0706784270_740_ca0_scam15012_aegis_0449b__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7536.0,0.07536,15.36,7570.0,0.0757,0.34,0.08535999999999999,9.999999999999995,-3966.190226694657,3966.190226694657,0.9752828368603875,0.0020170489922938057,13.748058742594232,6329.282562344155,2376.8668136385327,4200.0,8500.0,3.1414067320749335,0.2876644304732274,0.0915718514053167,0.08388827250352468,3.429137612306187
Delta,scam_0449_0706799447_617_ca0_scam03449_south_river__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0449_0706799447_617_ca0_scam03449_south_river__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7510.0,0.0751,15.100000000000001,7541.0,0.07541,0.31,0.0851,9.999999999999995,-4367.078768508073,4367.078768508073,0.8718174997448336,0.0018318881852302936,17.551957485978637,6180.19318811928,2667.5137179329627,5400.0,7700.0,0.518652135832014,0.03682281880490376,0.0709971409754886,0.06628896109419245,0.5554894540069929
Delta,scam_0450_0706878610_992_ca0_scam15012_aegis_0450a__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0450_0706878610_992_ca0_scam15012_aegis_0450a__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7772.0,0.07772,17.72,7797.0,0.07797,0.25,0.08771999999999999,9.999999999999995,-9864.60900546186,9864.60900546186,0.946392587927592,0.0008109799380361189,18.588897334750833,6494.5304126786805,3513.7968353309634,3100.0,9400.0,0.2720632671162971,0.0323498169540074,0.11890549318507976,0.10626157555424753,0.3044356982782785
Delta,scam_0450_0706879712_991_ca0_scam15012_aegis_0450b__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0450_0706879712_991_ca0_scam15012_aegis_0450b__________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7402.0,0.07402,14.020000000000005,7453.0,0.07453,0.51,0.08402,9.999999999999995,-6636.9775361899365,6636.9775361899365,0.786723767035139,0.0012053679489463104,16.66989824139381,6103.282095816509,2593.6422601541776,4000.0,8300.0,1.4587113904848619,0.10498362289760521,0.07197011251328451,0.06713771370803044,1.5637056595963286
Delta,scam_0451_0706979740_413_ca0_scam02451_marys_rock___________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0451_0706979740_413_ca0_scam02451_marys_rock___________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7007.0,0.07007,10.069999999999995,7271.0,0.07271,2.64,0.08006999999999999,9.999999999999995,-4746.24963429748,4746.24963429748,0.9378080296766278,0.001685541346622432,-34.93901846881522,5741.693912588885,2484.539070653961,3900.0,8000.0,43.65966770915588,3.4450912831153246,0.07890786769302079,0.07313678293037741,47.10476924306174
Delta,scam_0452_0707066669_695_ca0_scam07452_big_river____________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0452_0707066669_695_ca0_scam07452_big_river____________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7135.0,0.07135,11.35,7182.0,0.07182,0.47,0.08134999999999999,9.999999999999995,-10499.314526108821,10499.314526108821,0.8566406887525517,0.0007619545047542166,16.284507634280708,6011.083613449877,2990.6428208735797,5300.0,7700.0,4.4822386902027835,0.31926658867505786,0.07122926973365039,0.066491905898248,4.8015857623878135
Delta,scam_0453_0707157719_889_ca0_scam02453_battle_river_________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0453_0707157719_889_ca0_scam02453_battle_river_________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7151.0,0.07151,11.510000000000007,7183.0,0.07183,0.32,0.08151,9.999999999999995,-3844.805218341531,3844.805218341531,0.8808685400362941,0.0020807295937480094,14.462351839963763,6606.965753670887,2206.6049361884648,6500.0,8100.0,6.182832465519098,0.3459873525563148,0.055959360776123894,0.05299201137628661,6.529047370923925
Delta,scam_0454_0707245904_310_ca0_scam04454_steller______________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0454_0707245904_310_ca0_scam04454_steller______________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7089.0,0.07089,10.889999999999997,7145.0,0.07145,0.5599999999999999,0.08088999999999999,9.999999999999995,-12737.38190064782,12737.38190064782,0.7836247982990425,0.0006280725554435266,19.971722424465423,6676.621912079641,2913.5780593317404,7000.0,9100.0,6.49927700015397,0.5040776679537511,0.0775590374039773,0.07197583679080083,7.0034290732716675
Delta,scam_0454_0707256160_466_ca0_scam07454_dakavak______________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0454_0707256160_466_ca0_scam07454_dakavak______________01p02.wav,OK,False,100000,54000,0.54,9,9-shot,0.06899999999999999,0.079,7214.0,0.07214,12.139999999999999,7238.0,0.07238,0.24000000000000002,0.08213999999999999,9.999999999999995,-5350.0356486905575,5350.0356486905575,0.8352114807017316,0.0014953171390471075,16.074787246069057,7886.284414670111,4365.485858239753,7600.0,11500.0,0.9138410483199338,0.25446317466521773,0.2784545245948841,0.21776874678761513,1.1685018094602428
Delta,scam_0456_0707411338_725_ca0_scam15012_aegis_0456a__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0456_0707411338_725_ca0_scam15012_aegis_0456a__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7591.0,0.07591,15.910000000000007,7623.0,0.07623,0.32,0.08591,9.999999999999995,-10306.298908884533,10306.298908884533,0.9568390874432394,0.0007762243333640953,19.68853898495507,6474.448946627508,2629.6608755471293,6900.0,8700.0,0.642976405654626,0.03935407028977693,0.06120608772527171,0.05767479651584586,0.6823443283231108
Delta,scam_0456_0707412461_711_ca0_scam15012_aegis_0456b__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0456_0707412461_711_ca0_scam15012_aegis_0456b__________01p02.wav,NO PEAK,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,,,,,,,,,,,,,,,,,,,,,,
Delta,scam_0456_0707423442_336_ca0_scam04456_three_sisters________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0456_0707423442_336_ca0_scam04456_three_sisters________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,6954.0,0.06954,9.540000000000006,7000.0,0.07,0.46,0.07954,9.999999999999995,-6036.485312388234,6036.485312388234,0.8306700819296446,0.0013252744910324207,17.783815563857537,7706.110906478015,3250.5065671176726,7500.0,9600.0,1.8728379435560718,0.299807082944148,0.16008170059545354,0.13798736653454566,2.172713998923156
Delta,scam_0457_0707500136_341_ca0_scam15012_aegis_0457a__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0457_0707500136_341_ca0_scam15012_aegis_0457a__________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7529.0,0.07529,15.289999999999997,7578.0,0.07578,0.49,0.08528999999999999,9.999999999999995,-10048.809791477754,10048.809791477754,0.8383077807948057,0.0007961141832722002,17.487626519659216,6559.209455183773,2369.2434408946706,6000.0,8600.0,1.2433453783761335,0.07070245930827425,0.0568646978851644,0.053804798570996466,1.31405490190584
Delta,scam_0457_0707501296_475_ca0_scam15012_aegis_0457b__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0457_0707501296_475_ca0_scam15012_aegis_0457b__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7246.0,0.07246,12.459999999999999,7269.0,0.07269,0.23,0.08245999999999999,9.999999999999995,-10956.554776403467,10956.554776403467,0.9747709690324099,0.0007301565285128828,19.558507335138305,7083.485612886353,3409.70141830961,3500.0,11200.0,0.977315461397326,0.23960704647426023,0.24516858265158295,0.19684610419623216,1.2172303203694623
Delta,scam_0457_0707509600_591_ca0_scam03457_furnace_mountain_____01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0457_0707509600_591_ca0_scam03457_furnace_mountain_____01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7300.0,0.073,12.999999999999998,7307.0,0.07307,0.06999999999999999,0.08299999999999999,9.999999999999995,-2543.226059007225,2543.226059007225,0.8950698774260881,0.003145611052413832,-0.8362556197819884,9801.404380983262,5155.377673837764,7900.0,15200.0,0.032991191126563,0.022691149215407665,0.6877941790085229,0.40749698672042184,0.0556842135153646
Delta,scam_0457_0707510928_622_ca0_scam04457_chimney_rock_________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0457_0707510928_622_ca0_scam04457_chimney_rock_________01p02.wav,NO PEAK,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,,,,,,,,,,,,,,,,,,,,,,
Delta,scam_0458_0707588160_822_ca0_scam15012_aegis_0458a__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0458_0707588160_822_ca0_scam15012_aegis_0458a__________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7242.0,0.07242,12.42,7301.0,0.07301,0.5900000000000001,0.08242,9.999999999999995,-13684.990881449516,13684.990881449516,0.7248923710565603,0.0005845820482675133,18.273076977406497,6203.70499916297,2571.581943938241,4000.0,8500.0,4.216871710054454,0.37500138913703635,0.08892881143215851,0.0816659482977163,4.591894136463764
Delta,scam_0458_0707589319_822_ca0_scam15012_aegis_0458b__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0458_0707589319_822_ca0_scam15012_aegis_0458b__________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7219.0,0.07219,12.190000000000007,7273.0,0.07273,0.54,0.08219,9.999999999999995,-9604.153825902291,9604.153825902291,0.7459476561210854,0.0008329729141180656,17.93651549318581,6249.649007126636,2572.59744511484,5000.0,9200.0,3.3075326525908184,0.3048004489352218,0.09215342097876766,0.0843763706324548,3.6123910835527493
Delta,scam_0458_0707599716_998_ca0_scam03458_falls_hollow_________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0458_0707599716_998_ca0_scam03458_falls_hollow_________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7444.0,0.07444,14.440000000000008,7476.0,0.07476,0.32,0.08444,9.999999999999995,-7030.8387634607525,7030.8387634607525,0.8956695418881669,0.001137844326849874,15.821294258395785,5443.954635851891,2769.3675890159075,3700.0,7600.0,0.7072700940353173,0.036785537642126026,0.052010593905147014,0.04943805270331122,0.744073353027965
Delta,scam_0458_0707601840_708_ca0_scam04458_limberlost___________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0458_0707601840_708_ca0_scam04458_limberlost___________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7403.0,0.07403,14.030000000000001,7464.0,0.07464,0.61,0.08403,9.999999999999995,-17108.533757410783,17108.533757410783,0.9148225343166416,0.0004676029000167648,18.411128568108587,5916.750242996485,3161.328636060695,3700.0,9400.0,0.7377688710350029,0.10068916980495465,0.1364779319893229,0.12008761255707696,0.8384642484011218
Delta,scam_0459_0707689244_288_ca0_scam01459_elder_ridge__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0459_0707689244_288_ca0_scam01459_elder_ridge__________01p02.wav,NO CLEAN ONSET BEFORE PEAK,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7793.0,0.07793,17.93,7793.0,0.07793,0.0,0.08793,9.999999999999995,-2664.622421492912,2664.622421492912,0.9116493197313407,0.0030023015401626127,-17.01698801606142,6791.5902811192755,2845.7546235211025,3900.0,9600.0,1.9784890349925923,0.22630484073020213,0.11438266107502053,0.10264186410327782,2.204800572430126
Delta,scam_0461_0707844535_195_ca0_scam15012_aegis_0461a__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0461_0707844535_195_ca0_scam15012_aegis_0461a__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7302.0,0.07302,13.020000000000003,7335.0,0.07335,0.33,0.08302,9.999999999999995,-10895.532683147181,10895.532683147181,0.9794685398725851,0.0007342458815597069,15.819027003549177,6200.113478755541,2648.7920320700255,6300.0,8700.0,4.947372814180727,0.5571847413210215,0.1126223477082533,0.10121750462191303,5.504825903407957
Delta,scam_0461_0707845662_028_ca0_scam15012_aegis_0461b__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0461_0707845662_028_ca0_scam15012_aegis_0461b__________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7363.0,0.07363,13.630000000000003,7416.0,0.07416,0.53,0.08363,9.999999999999995,-7058.6676287006885,7058.6676287006885,0.9722146466473586,0.0011333583646114507,14.926738532199824,6026.611360169481,2672.703467580706,3500.0,8600.0,6.098312398942238,0.5212724963881162,0.08547815564163813,0.07874698008430209,6.619587136294893
Delta,scam_0461_0707860215_216_ca0_scam03461_smith_mountain_______01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0461_0707860215_216_ca0_scam03461_smith_mountain_______01p02.wav,NO CLEAN ONSET BEFORE PEAK,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7436.0,0.07436,14.359999999999998,7436.0,0.07436,0.0,0.08435999999999999,9.999999999999995,-2690.6181582511595,2690.6181582511595,0.947565678964834,0.002973294436249482,0.5108548429209979,8482.66809811687,5060.492919332384,6900.0,14300.0,0.03082119796453203,0.01336798989368667,0.433727135105848,0.30248670721860454,0.044193644132684944
Delta,scam_0462_0707944902_794_ca0_scam15012_aegis_0462a__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0462_0707944902_794_ca0_scam15012_aegis_0462a__________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7597.0,0.07597,15.969999999999999,7649.0,0.07649,0.5199999999999999,0.08596999999999999,9.999999999999995,-7458.377309685018,7458.377309685018,0.8793602838577108,0.001072619373869925,15.605732935880807,5299.164543263192,1817.1959444167514,5800.0,6400.0,3.1784742623315743,0.05809164094516507,0.018276580569997085,0.017948452072825197,3.236582224999701
Delta,scam_0462_0707946034_841_ca0_scam15012_aegis_0462b__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0462_0707946034_841_ca0_scam15012_aegis_0462b__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7764.0,0.07764,17.640000000000004,7797.0,0.07797,0.33,0.08764,9.999999999999995,-6571.958143518817,6571.958143518817,0.8581844953237023,0.0012172932062705694,17.981188012944656,6343.299031541946,3120.449388679169,6100.0,8400.0,0.46051836161468984,0.0523707659030918,0.11372134157575631,0.10209497115187922,0.5129612684368522
Delta,scam_0463_0708046017_931_ca0_scam01463_pignut_mountain_scam_01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0463_0708046017_931_ca0_scam01463_pignut_mountain_scam_01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,6933.0,0.06933,9.330000000000005,6966.0,0.06966,0.33,0.07933,9.999999999999995,-5579.202404431145,5579.202404431145,0.9338810699815279,0.0014338967149939202,17.851221080497204,6699.549792229493,2976.688735914653,7500.0,9500.0,4.652725504973472,0.6411667780622918,0.13780455721639384,0.12110569946137983,5.294274182915376
Delta,scam_0464_0708132109_040_ca0_scam01464_gimlet_ridge_________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0464_0708132109_040_ca0_scam01464_gimlet_ridge_________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7851.0,0.07851,18.509999999999998,7884.0,0.07884,0.33,0.08850999999999999,9.999999999999995,-7151.7009401185605,7151.7009401185605,0.7822151429826744,0.0011186150073925457,15.783645542459166,6487.226194077347,3724.3454297537196,5300.0,9000.0,0.2303936541304313,0.029446421789333595,0.1278091703544199,0.11331304150743053,0.25986789691284246
Delta,scam_0465_0708221048_464_ca0_scam01465_calvary_rocks________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0465_0708221048_464_ca0_scam01465_calvary_rocks________01p02.wav,NO CLEAN ONSET BEFORE PEAK,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7089.0,0.07089,10.889999999999997,7089.0,0.07089,0.0,0.08088999999999999,9.999999999999995,-2744.46723552169,2744.46723552169,0.9723979593853723,0.0029149555500083417,-1.368694536492023,7520.838628389397,4061.0250862266616,6800.0,10800.0,0.020095319536319513,0.004859570410775707,0.24182598350788626,0.1947113509787708,0.024957817745846475
Delta,scam_0465_0708223515_853_ca0_scam02465_lighted_top__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0465_0708223515_853_ca0_scam02465_lighted_top__________01p02.wav,LONG PEAK-ONSET LAG,True,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7024.0,0.07024,10.239999999999998,7076.0,0.07076,0.5199999999999999,0.08023999999999999,9.999999999999995,-7684.8847114935415,7684.8847114935415,0.7718127254462168,0.0010410045563904388,17.187410599378868,6262.457496833263,2881.6304363327345,3900.0,8700.0,4.9258871447196855,0.35786954600942106,0.0726507805589984,0.06772935544194593,5.283817388697404
Delta,scam_0466_0708311854_826_ca0_scam01466_reids_gap____________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0466_0708311854_826_ca0_scam01466_reids_gap____________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7379.0,0.07379,13.789999999999997,7402.0,0.07402,0.23,0.08378999999999999,9.999999999999995,-8686.463637408864,8686.463637408864,0.9600683146255654,0.0009209731754988808,16.476676707765108,6504.112729519049,3231.6369954030865,3500.0,9300.0,0.4084838657307599,0.0515116243390182,0.1261044282541396,0.1119814110089696,0.460001565214178
Delta,scam_0471_0708740988_825_ca0_scam01471_pinefield_gap________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Delta\scam_0471_0708740988_825_ca0_scam01471_pinefield_gap________01p02.wav,LONG PEAK-ONSET LAG,True,100000,744000,7.44,124,124-shot,0.06899999999999999,0.079,7028.0,0.07028,10.279999999999998,7072.0,0.07072,0.44,0.08027999999999999,9.999999999999995,-6906.000673302383,6906.000673302383,0.9045567818308718,0.0011584128612855285,16.504902969277467,6711.425262933562,2871.886179968018,5300.0,9500.0,10.962612763749343,1.2039344486415238,0.10982185310992996,0.09895325100694637,12.16669928870765
